"period","date","site","diver","transect","side","distance","tag","time","blade_count","Sbulb_max","timestamp","stipe_length","presence","punch_length","punch_blade_length","blade_avg_length","sori"
"2016-Aug","2016-09-05","North","OP",3,"R",13.75,2045,"15:30:00",36,NA,3,533,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","North","OP",3,"R",18,2009,"15:30:00",41,NA,3,492,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",1,"R",10,305,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",1,"R",12,515,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",1,"R",17,1944,"14:00:00",28,NA,3,585,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",2,"R",9.9,2138,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",2,"R",17,2133,"14:00:00",15,NA,3,385,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",3,"R",6.5,506,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",3,"R",9.1,508,"14:00:00",23,NA,3,306,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","AM",3,"R",18.6,322,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",1,"L",7,1950,"14:00:00",28,NA,3,388,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",1,"L",12,1780,"14:00:00",0,NA,3,400,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",2,"L",7,509,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",2,"L",8,2181,"14:00:00",62,NA,3,464,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",2,"L",13.5,2175,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",2,"L",14,2081,"14:00:00",70,NA,3,641,"y",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",3,"L",4,503,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",3,"L",12.5,329,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2016-Aug","2016-09-05","Second","OP",3,"L",17,510,"14:00:00",10,NA,3,NA,"y",NA,NA,NA,NA
"2016-Jul","2016-07-20","Second","AM",1,"R",1.9,2174,"14:00:00",NA,NA,1,250,NA,15,43,54,"0"
"2016-Jul","2016-07-20","Second","AM",1,"R",7,2173,"14:00:00",NA,NA,1,367,NA,15,56,57,"0"
"2016-Jul","2016-07-20","Second","AM",1,"R",11,2148,"14:00:00",NA,NA,1,522,NA,30,92,100,"L"
"2016-Jul","2016-07-20","Second","AM",2,"R",5.1,808,"14:00:00",NA,NA,1,240,NA,10,32,40,"0"
"2016-Jul","2016-07-20","Second","AM",2,"R",12.9,722,"14:00:00",NA,NA,1,312,NA,15,53,90,"0"
"2016-Jul","2016-07-20","Second","AM",3,"R",10,759,"14:00:00",NA,NA,1,212,NA,15,44,50,"0"
"2016-Jul","2016-07-20","Second","AM",3,"R",12.5,2167,"14:00:00",NA,NA,1,262,NA,15,50,60,"0"
"2016-Jul","2016-07-20","Second","AM",3,"R",18,2163,"14:00:00",NA,NA,1,310,NA,15,59,56,"0"
"2016-Jul","2016-07-20","Second","OP",1,"L",6.9,2154,"14:00:00",NA,NA,1,584,NA,15,50,95,"L"
"2016-Jul","2016-07-20","Second","OP",1,"L",13.5,2191,"14:00:00",NA,NA,1,398,NA,10,25,45,"0"
"2016-Jul","2016-07-20","Second","OP",1,"L",18.1,815,"14:00:00",NA,NA,1,343,NA,7,21,30,"0"
"2016-Jul","2016-07-20","Second","OP",2,"L",8,2168,"14:00:00",NA,NA,1,410,NA,20,66,85,"0"
"2016-Jul","2016-07-20","Second","OP",2,"L",16.5,2157,"14:00:00",NA,NA,1,200,NA,12,38,50,"0"
"2016-Jul","2016-07-20","Second","OP",3,"L",11,797,"14:00:00",NA,NA,1,366,NA,25,72,75,"0"
"2016-Jul","2016-07-20","Second","OP",3,"L",16.5,848,"14:00:00",NA,NA,1,296,NA,8,24,35,"0"
"2016-Jul","2016-07-20","Second","OP",3,"L",18.9,2151,"14:00:00",NA,NA,1,235,NA,7,23,35,"0"
"2016-Jul","2016-07-21","Manley","AM",1,"L",5.1,2192,"12:19:00",NA,NA,1,240,NA,15,46,60,"0"
"2016-Jul","2016-07-21","Manley","AM",1,"L",12,2165,"12:19:00",NA,NA,1,348,NA,20,64,90,"0"
"2016-Jul","2016-07-21","Manley","AM",2,"L",1.7,2144,"12:19:00",NA,NA,1,255,NA,25,79,80,"0"
"2016-Jul","2016-07-21","Manley","AM",2,"L",7.8,2190,"12:19:00",NA,NA,1,179,NA,20,70,70,"0"
"2016-Jul","2016-07-21","Manley","AM",2,"L",11.5,2170,"12:19:00",NA,NA,1,250,NA,10,29,38,"0"
"2016-Jul","2016-07-21","Manley","AM",3,"L",3,729,"12:19:00",NA,NA,1,157,NA,20,64,65,"0"
"2016-Jul","2016-07-21","Manley","AM",3,"L",7,2182,"12:19:00",NA,NA,1,285,NA,15,49,64,"0"
"2016-Jul","2016-07-21","Manley","AM",3,"L",18,2153,"12:19:00",NA,NA,1,299,NA,25,86,100,"0"
"2016-Jul","2016-07-21","Manley","OP",1,"R",3.5,2142,"12:19:00",NA,NA,1,280,NA,23,67,70,"0"
"2016-Jul","2016-07-21","Manley","OP",1,"R",10.1,2064,"12:19:00",NA,NA,1,169,NA,25,68,100,"0"
"2016-Jul","2016-07-21","Manley","OP",1,"R",18,2140,"12:19:00",NA,NA,1,132,NA,10,30,50,"0"
"2016-Jul","2016-07-21","Manley","OP",2,"R",3.5,776,"12:19:00",NA,NA,1,287,NA,25,75,80,"0"
"2016-Jul","2016-07-21","Manley","OP",2,"R",13.5,2159,"12:19:00",NA,NA,1,215,NA,15,39,65,"0"
"2016-Jul","2016-07-21","Manley","OP",2,"R",18.5,2160,"12:19:00",NA,NA,1,283,NA,12,37,80,"0"
"2016-Jul","2016-07-21","Manley","OP",3,"R",1,2143,"12:19:00",NA,NA,1,254,NA,15,42,55,"0"
"2016-Jul","2016-07-21","Manley","OP",3,"R",19.5,721,"12:19:00",NA,NA,1,319,NA,22,66,75,"0"
"2016-Jul","2016-07-21","North","AM",1,"L",6.9,1737,"14:40:00",NA,NA,1,339,NA,15,46,50,"0"
"2016-Jul","2016-07-21","North","AM",1,"L",10,1723,"14:40:00",NA,NA,1,553,NA,30,115,110,"0"
"2016-Jul","2016-07-21","North","AM",2,"L",4.8,1924,"14:40:00",NA,NA,1,483,NA,20,69,76,"L"
"2016-Jul","2016-07-21","North","AM",2,"L",6.3,335,"14:40:00",NA,NA,1,387,NA,10,31,30,"0"
"2016-Jul","2016-07-21","North","AM",2,"L",10.5,2042,"14:40:00",NA,NA,1,513,NA,20,61,76,"0"
"2016-Jul","2016-07-21","North","AM",3,"L",4.2,336,"14:40:00",NA,NA,1,613,NA,15,53,73,"L"
"2016-Jul","2016-07-21","North","AM",3,"L",4.6,2027,"14:40:00",NA,NA,1,273,NA,15,45,40,"0"
"2016-Jul","2016-07-21","North","AM",3,"L",13,1986,"14:40:00",NA,NA,1,155,NA,10,38,45,"0"
"2016-Jul","2016-07-21","North","OP",1,"R",3.2,1834,"14:40:00",NA,NA,1,248,NA,12,42,50,"0"
"2016-Jul","2016-07-21","North","OP",1,"R",10.5,1787,"14:40:00",NA,NA,1,477,NA,15,46,60,"0"
"2016-Jul","2016-07-21","North","OP",2,"R",2,1892,"14:40:00",NA,NA,1,484,NA,22,66,90,"0"
"2016-Jul","2016-07-21","North","OP",2,"R",15,1872,"14:40:00",NA,NA,1,342,NA,16,29,40,"0"
"2016-Jul","2016-07-21","North","OP",2,"R",20,1806,"14:40:00",NA,NA,1,366,NA,15,53,60,"0"
"2016-Jul","2016-07-21","North","OP",3,"R",7.5,2145,"14:40:00",NA,NA,1,264,NA,10,35,35,"0"
"2016-Jul","2016-07-21","North","OP",3,"R",15,1826,"14:40:00",NA,NA,1,310,NA,15,43,45,"0"
"2016-Jul","2016-07-21","North","OP",3,"R",18.5,853,"14:40:00",NA,NA,1,329,NA,12,40,40,"0"
"2016-Jul","2016-07-23","Second","AM",1,"R",1.9,2174,"15:20:00",36,NA,2,NA,"y",NA,NA,NA,NA
"2016-Jul","2016-07-23","Second","AM",1,"R",7,2173,"15:20:00",22,NA,2,NA,"y",16,24,NA,NA
"2016-Jul","2016-07-23","Second","AM",1,"R",11,2148,"15:20:00",87,NA,2,NA,"y",37,80,NA,NA
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,112,NA,NA,NA,24,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,116,NA,NA,NA,34,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,144,NA,NA,NA,48,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,183,NA,NA,NA,47,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,212,NA,NA,NA,30,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,229,NA,NA,NA,23,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,286,NA,NA,NA,22,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,308,NA,NA,NA,44,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,377,NA,NA,NA,39,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,380,NA,NA,NA,31,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,386,NA,NA,NA,26,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,431,NA,NA,NA,52,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,456,NA,NA,NA,50,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,520,NA,NA,NA,44,"0"
"2016-Jul","2016-07-23","Second","AM",1,NA,NA,NA,"14:00:00",NA,NA,1,546,NA,NA,NA,23,"0"
"2016-Jul","2016-07-23","Second","AM",2,"R",5.1,808,"15:20:00",44,NA,2,NA,"y",10,20,NA,NA
"2016-Jul","2016-07-23","Second","AM",2,"R",12.9,722,"15:20:00",48,NA,2,NA,"y",17,42,NA,NA
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,106,NA,NA,NA,32,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,176,NA,NA,NA,35,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,195,NA,NA,NA,38,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,231,NA,NA,NA,34,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,240,NA,NA,NA,12,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,292,NA,NA,NA,43,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,303,NA,NA,NA,18,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,311,NA,NA,NA,30,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,350,NA,NA,NA,68,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,362,NA,NA,NA,32,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,386,NA,NA,NA,45,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,410,NA,NA,NA,50,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,442,NA,NA,NA,34,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,544,NA,NA,NA,88,"0"
"2016-Jul","2016-07-23","Second","AM",2,NA,NA,NA,"14:00:00",NA,NA,1,603,NA,NA,NA,65,"0"
"2016-Jul","2016-07-23","Second","AM",3,"R",10,759,"15:20:00",21,NA,2,NA,"y",20,36,NA,NA
"2016-Jul","2016-07-23","Second","AM",3,"R",12.5,2167,"15:20:00",27,NA,2,NA,"y",17,46,NA,NA
"2016-Jul","2016-07-23","Second","AM",3,"R",18,2163,"15:20:00",37,NA,2,NA,"y",16.5,35,NA,NA
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,108,NA,NA,NA,35,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,160,NA,NA,NA,20,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,165,NA,NA,NA,50,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,169,NA,NA,NA,30,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,215,NA,NA,NA,50,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,250,NA,NA,NA,25,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,254,NA,NA,NA,57,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,264,NA,NA,NA,25,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,268,NA,NA,NA,40,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,271,NA,NA,NA,40,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,314,NA,NA,NA,25,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,316,NA,NA,NA,42,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,341,NA,NA,NA,35,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,352,NA,NA,NA,20,"0"
"2016-Jul","2016-07-23","Second","AM",3,NA,NA,NA,"14:00:00",NA,NA,1,477,NA,NA,NA,45,"0"
"2016-Jul","2016-07-23","Second","OP",1,"L",6.9,2154,"15:20:00",86,NA,2,NA,"y",18,51,NA,NA
"2016-Jul","2016-07-23","Second","OP",1,"L",13.5,2191,"15:20:00",30,NA,2,NA,"y",14,14,NA,NA
"2016-Jul","2016-07-23","Second","OP",1,"L",18.1,815,"15:20:00",30,NA,2,NA,"y",8,21,NA,NA
"2016-Jul","2016-07-23","Second","OP",2,"L",8,2168,"15:20:00",38,NA,2,NA,"y",25,63,NA,NA
"2016-Jul","2016-07-23","Second","OP",2,"L",16.5,2157,"15:20:00",24,NA,2,NA,"y",16,38,NA,NA
"2016-Jul","2016-07-23","Second","OP",3,"L",11,797,"15:20:00",41,NA,2,NA,"y",26,53,NA,NA
"2016-Jul","2016-07-23","Second","OP",3,"L",16.5,848,"15:20:00",20,NA,2,NA,"y",10,20,NA,NA
"2016-Jul","2016-07-23","Second","OP",3,"L",18.9,2151,"15:20:00",24,NA,2,NA,"y",7.5,15,NA,NA
"2016-Jul","2016-07-24","Manley","AM",1,"L",5.1,2192,"12:20:00",58,NA,2,NA,"y",20.5,43.5,NA,NA
"2016-Jul","2016-07-24","Manley","AM",1,"L",12,2165,"12:20:00",64,NA,2,NA,"y",27,64,NA,NA
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,112,NA,NA,NA,22,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,113,NA,NA,NA,39,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,115,NA,NA,NA,32,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,125,NA,NA,NA,13,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,125,NA,NA,NA,45,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,152,NA,NA,NA,47,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,156,NA,NA,NA,67,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,172,NA,NA,NA,66,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,176,NA,NA,NA,60,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,188,NA,NA,NA,47,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,199,NA,NA,NA,42,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,203,NA,NA,NA,20,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,216,NA,NA,NA,78,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,257,NA,NA,NA,66,"0"
"2016-Jul","2016-07-24","Manley","AM",1,NA,NA,NA,"12:19:00",NA,NA,1,276,NA,NA,NA,69,"0"
"2016-Jul","2016-07-24","Manley","AM",2,"L",1.7,2144,"12:20:00",69,NA,2,NA,"y",26,74,NA,NA
"2016-Jul","2016-07-24","Manley","AM",2,"L",7.8,2190,"12:20:00",41,NA,2,NA,"y",28,66,NA,NA
"2016-Jul","2016-07-24","Manley","AM",2,"L",11.5,2170,"12:20:00",31,NA,2,NA,"y",13.5,18.5,NA,NA
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,113,NA,NA,NA,72,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,119,NA,NA,NA,59,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,122,NA,NA,NA,35,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,122,NA,NA,NA,16,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,129,NA,NA,NA,40,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,141,NA,NA,NA,15,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,154,NA,NA,NA,53,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,197,NA,NA,NA,69,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,208,NA,NA,NA,33,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,220,NA,NA,NA,77,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,268,NA,NA,NA,80,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,272,NA,NA,NA,73,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,275,NA,NA,NA,78,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,297,NA,NA,NA,66,"0"
"2016-Jul","2016-07-24","Manley","AM",2,NA,NA,NA,"12:19:00",NA,NA,1,377,NA,NA,NA,68,"0"
"2016-Jul","2016-07-24","Manley","AM",3,"L",3,729,"12:20:00",41,NA,2,NA,"y",23,53,NA,NA
"2016-Jul","2016-07-24","Manley","AM",3,"L",7,2182,"12:20:00",42,NA,2,NA,"y",26,53,NA,NA
"2016-Jul","2016-07-24","Manley","AM",3,"L",18,2153,"12:20:00",67,NA,2,NA,"y",37,85,NA,NA
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,115,NA,NA,NA,46,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,122,NA,NA,NA,54,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,135,NA,NA,NA,47,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,136,NA,NA,NA,77,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,155,NA,NA,NA,70,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,163,NA,NA,NA,68,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,184,NA,NA,NA,34,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,210,NA,NA,NA,46,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,212,NA,NA,NA,52,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,218,NA,NA,NA,12,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,254,NA,NA,NA,59,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,257,NA,NA,NA,42,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,289,NA,NA,NA,52,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,313,NA,NA,NA,90,"0"
"2016-Jul","2016-07-24","Manley","AM",3,NA,NA,NA,"12:19:00",NA,NA,1,359,NA,NA,NA,38,"0"
"2016-Jul","2016-07-24","Manley","OP",1,"R",3.5,2142,"12:20:00",88,NA,2,NA,"y",29,60,NA,NA
"2016-Jul","2016-07-24","Manley","OP",1,"R",10.1,2064,"12:20:00",40,NA,2,NA,"y",31,78,NA,NA
"2016-Jul","2016-07-24","Manley","OP",1,"R",18,2140,"12:20:00",20,NA,2,NA,"y",13,33,NA,NA
"2016-Jul","2016-07-24","Manley","OP",2,"R",3.5,776,"12:20:00",61,NA,2,NA,"y",29.5,75,NA,NA
"2016-Jul","2016-07-24","Manley","OP",2,"R",13.5,2159,"12:20:00",36,NA,2,NA,"y",20,45,NA,NA
"2016-Jul","2016-07-24","Manley","OP",2,"R",18.5,2160,"12:20:00",50,NA,2,NA,"y",15.5,24.5,NA,NA
"2016-Jul","2016-07-24","Manley","OP",3,"R",1,2143,"12:20:00",77,NA,2,NA,"y",18,46,NA,NA
"2016-Jul","2016-07-24","Manley","OP",3,"R",19.5,721,"12:20:00",82,NA,2,NA,"y",28,67,NA,NA
"2016-Jul","2016-07-25","North","AM",1,"L",6.9,1737,"16:00:00",23,NA,2,NA,"y",23,49,NA,NA
"2016-Jul","2016-07-25","North","AM",1,"L",10,1723,"16:00:00",69,NA,2,NA,"y",39,107,NA,NA
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,118,NA,NA,NA,56,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,230,NA,NA,NA,41,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,243,NA,NA,NA,42,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,284,NA,NA,NA,19,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,291,NA,NA,NA,54,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,304,NA,NA,NA,45,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,309,NA,NA,NA,32,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,310,NA,NA,NA,27,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,317,NA,NA,NA,48,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,340,NA,NA,NA,59,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,355,NA,NA,NA,45,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,356,NA,NA,NA,31,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,359,NA,NA,NA,68,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,453,NA,NA,NA,80,"0"
"2016-Jul","2016-07-25","North","AM",1,NA,NA,NA,"14:40:00",NA,NA,1,496,NA,NA,NA,59,"0"
"2016-Jul","2016-07-25","North","AM",2,"L",4.8,1924,"16:00:00",51,NA,2,NA,"y",28,61,NA,NA
"2016-Jul","2016-07-25","North","AM",2,"L",6.3,335,"16:00:00",33,NA,2,NA,"y",18,33,NA,NA
"2016-Jul","2016-07-25","North","AM",2,"L",10.5,2042,"16:00:00",28,NA,2,NA,"y",25,63,NA,NA
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,169,NA,NA,NA,67,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,183,NA,NA,NA,66,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,187,NA,NA,NA,64,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,188,NA,NA,NA,45,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,245,NA,NA,NA,50,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,281,NA,NA,NA,72,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,308,NA,NA,NA,46,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,326,NA,NA,NA,46,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,344,NA,NA,NA,48,"0"
"2016-Jul","2016-07-25","North","AM",2,NA,NA,NA,"14:40:00",NA,NA,1,396,NA,NA,NA,29,"0"
